# SYNTHETIC data — 29.05 ultrasound point-scatterer phantom
# EDUCATIONAL/SYNTHETIC ONLY — no patient data, no diagnostic or therapeutic claim.
# generated by scripts/make_synthetic.py, seed=42
# regenerate: python make_synthetic.py --seed 42
# counts: 9 wire, 1400 inclusion, 18000 speckle (total 19409)
# columns: kind,x_m,z_m,amp_rel (kind: wire | inclusion | speckle; x_m/z_m in meters,
#          array/image frame per kernels.cuh; amp_rel: unitless relative reflectivity)
kind,x_m,z_m,amp_rel
inclusion,-0.00621160,0.01396721,1.4000
inclusion,-0.00592308,0.01744561,1.4000
inclusion,-0.00578485,0.01376657,1.4000
inclusion,-0.00473355,0.01345552,1.4000
inclusion,-0.00671513,0.01640421,1.4000
inclusion,-0.00417101,0.01415962,1.4000
inclusion,-0.00787762,0.01434010,1.4000
inclusion,-0.00405257,0.01621654,1.4000
inclusion,-0.00402681,0.01443322,1.4000
inclusion,-0.00363138,0.01498102,1.4000
inclusion,-0.00601238,0.01712155,1.4000
inclusion,-0.00590362,0.01650574,1.4000
inclusion,-0.00486459,0.01289464,1.4000
inclusion,-0.00548773,0.01661171,1.4000
inclusion,-0.00577263,0.01410606,1.4000
inclusion,-0.00809966,0.01580460,1.4000
inclusion,-0.00696752,0.01551311,1.4000
inclusion,-0.00636942,0.01594882,1.4000
inclusion,-0.00674227,0.01271178,1.4000
inclusion,-0.00414981,0.01426280,1.4000
inclusion,-0.00812479,0.01568756,1.4000
inclusion,-0.00668344,0.01650548,1.4000
inclusion,-0.00510295,0.01726395,1.4000
inclusion,-0.00778610,0.01553786,1.4000
inclusion,-0.00666836,0.01441427,1.4000
inclusion,-0.00566378,0.01552547,1.4000
inclusion,-0.00510469,0.01724412,1.4000
inclusion,-0.00663993,0.01631542,1.4000
inclusion,-0.00563039,0.01514730,1.4000
inclusion,-0.00650983,0.01574780,1.4000
inclusion,-0.00725194,0.01306724,1.4000
inclusion,-0.00482163,0.01499522,1.4000
inclusion,-0.00656506,0.01530836,1.4000
inclusion,-0.00719112,0.01380145,1.4000
inclusion,-0.00626863,0.01748183,1.4000
inclusion,-0.00707212,0.01708239,1.4000
inclusion,-0.00604400,0.01311319,1.4000
inclusion,-0.00423587,0.01476021,1.4000
inclusion,-0.00400660,0.01472556,1.4000
inclusion,-0.00806105,0.01590965,1.4000
inclusion,-0.00427239,0.01409794,1.4000
inclusion,-0.00676287,0.01282470,1.4000
inclusion,-0.00578914,0.01695666,1.4000
inclusion,-0.00424319,0.01605905,1.4000
inclusion,-0.00386338,0.01568850,1.4000
inclusion,-0.00453152,0.01504378,1.4000
inclusion,-0.00789319,0.01350490,1.4000
inclusion,-0.00780562,0.01645187,1.4000
inclusion,-0.00836858,0.01527011,1.4000
inclusion,-0.00665544,0.01651831,1.4000
inclusion,-0.00574177,0.01555974,1.4000
inclusion,-0.00806892,0.01404645,1.4000
inclusion,-0.00587152,0.01634582,1.4000
inclusion,-0.00363810,0.01571169,1.4000
inclusion,-0.00625013,0.01590054,1.4000
inclusion,-0.00677743,0.01688980,1.4000
inclusion,-0.00459869,0.01569897,1.4000
inclusion,-0.00633691,0.01705356,1.4000
inclusion,-0.00773492,0.01332329,1.4000
inclusion,-0.00688670,0.01604666,1.4000
inclusion,-0.00676988,0.01720452,1.4000
inclusion,-0.00724697,0.01567529,1.4000
inclusion,-0.00574579,0.01312585,1.4000
inclusion,-0.00698588,0.01516739,1.4000
inclusion,-0.00598713,0.01334318,1.4000
inclusion,-0.00520634,0.01610316,1.4000
inclusion,-0.00547431,0.01671265,1.4000
inclusion,-0.00568191,0.01662618,1.4000
inclusion,-0.00529273,0.01538386,1.4000
inclusion,-0.00524435,0.01633480,1.4000
inclusion,-0.00641707,0.01569496,1.4000
inclusion,-0.00600981,0.01563582,1.4000
inclusion,-0.00608528,0.01652344,1.4000
inclusion,-0.00507505,0.01398717,1.4000
inclusion,-0.00630197,0.01492126,1.4000
inclusion,-0.00747988,0.01553330,1.4000
inclusion,-0.00693709,0.01609181,1.4000
inclusion,-0.00482900,0.01680389,1.4000
inclusion,-0.00664730,0.01530826,1.4000
inclusion,-0.00690442,0.01483236,1.4000
inclusion,-0.00716264,0.01373959,1.4000
inclusion,-0.00801594,0.01395106,1.4000
inclusion,-0.00657925,0.01557689,1.4000
inclusion,-0.00725865,0.01682654,1.4000
inclusion,-0.00770150,0.01413718,1.4000
inclusion,-0.00561156,0.01406357,1.4000
inclusion,-0.00468439,0.01499133,1.4000
inclusion,-0.00592638,0.01499380,1.4000
inclusion,-0.00377384,0.01502722,1.4000
inclusion,-0.00673552,0.01275270,1.4000
inclusion,-0.00602553,0.01691170,1.4000
inclusion,-0.00522870,0.01485293,1.4000
inclusion,-0.00581655,0.01673586,1.4000
inclusion,-0.00634536,0.01691228,1.4000
inclusion,-0.00486246,0.01631928,1.4000
inclusion,-0.00667031,0.01450291,1.4000
inclusion,-0.00564859,0.01347328,1.4000
inclusion,-0.00573389,0.01286766,1.4000
inclusion,-0.00597872,0.01632202,1.4000
inclusion,-0.00509801,0.01309406,1.4000
inclusion,-0.00362459,0.01446952,1.4000
inclusion,-0.00452551,0.01419543,1.4000
inclusion,-0.00750471,0.01504561,1.4000
inclusion,-0.00599961,0.01272652,1.4000
inclusion,-0.00781482,0.01416520,1.4000
inclusion,-0.00613128,0.01478494,1.4000
inclusion,-0.00546870,0.01507753,1.4000
inclusion,-0.00686017,0.01556534,1.4000
inclusion,-0.00480340,0.01399617,1.4000
inclusion,-0.00681813,0.01664145,1.4000
inclusion,-0.00583830,0.01604370,1.4000
inclusion,-0.00700105,0.01657874,1.4000
inclusion,-0.00665821,0.01586903,1.4000
inclusion,-0.00360051,0.01541851,1.4000
inclusion,-0.00451623,0.01612662,1.4000
inclusion,-0.00612705,0.01733535,1.4000
inclusion,-0.00458548,0.01638081,1.4000
inclusion,-0.00561183,0.01610700,1.4000
inclusion,-0.00558238,0.01335256,1.4000
inclusion,-0.00535487,0.01559868,1.4000
inclusion,-0.00429416,0.01323888,1.4000
inclusion,-0.00774284,0.01595250,1.4000
inclusion,-0.00644811,0.01637486,1.4000
inclusion,-0.00482081,0.01281141,1.4000
inclusion,-0.00780959,0.01353671,1.4000
inclusion,-0.00687475,0.01581113,1.4000
inclusion,-0.00587261,0.01406876,1.4000
inclusion,-0.00678836,0.01427143,1.4000
inclusion,-0.00464005,0.01610462,1.4000
inclusion,-0.00528345,0.01596657,1.4000
inclusion,-0.00544962,0.01346132,1.4000
inclusion,-0.00726740,0.01529043,1.4000
inclusion,-0.00701193,0.01394502,1.4000
inclusion,-0.00746361,0.01602494,1.4000
inclusion,-0.00691480,0.01424402,1.4000
inclusion,-0.00713271,0.01310937,1.4000
inclusion,-0.00511689,0.01439847,1.4000
inclusion,-0.00704774,0.01393815,1.4000
inclusion,-0.00492929,0.01423182,1.4000
inclusion,-0.00628812,0.01378222,1.4000
inclusion,-0.00610460,0.01351034,1.4000
inclusion,-0.00580711,0.01716512,1.4000
inclusion,-0.00501914,0.01318636,1.4000
inclusion,-0.00542161,0.01543415,1.4000
inclusion,-0.00728771,0.01584917,1.4000
inclusion,-0.00584479,0.01568972,1.4000
inclusion,-0.00823754,0.01456651,1.4000
inclusion,-0.00491321,0.01300272,1.4000
inclusion,-0.00574824,0.01714550,1.4000
inclusion,-0.00646546,0.01717516,1.4000
inclusion,-0.00410800,0.01488724,1.4000
inclusion,-0.00689416,0.01572949,1.4000
inclusion,-0.00562933,0.01517576,1.4000
inclusion,-0.00488441,0.01718335,1.4000
inclusion,-0.00651503,0.01497692,1.4000
inclusion,-0.00845366,0.01533981,1.4000
inclusion,-0.00578350,0.01496956,1.4000
inclusion,-0.00615990,0.01346406,1.4000
inclusion,-0.00620543,0.01378632,1.4000
inclusion,-0.00756900,0.01618309,1.4000
inclusion,-0.00454616,0.01533891,1.4000
inclusion,-0.00471359,0.01337747,1.4000
inclusion,-0.00436505,0.01507640,1.4000
inclusion,-0.00806631,0.01584628,1.4000
inclusion,-0.00757609,0.01320306,1.4000
inclusion,-0.00688199,0.01374024,1.4000
inclusion,-0.00719607,0.01367761,1.4000
inclusion,-0.00699027,0.01611441,1.4000
inclusion,-0.00503616,0.01281062,1.4000
inclusion,-0.00790888,0.01403403,1.4000
inclusion,-0.00647292,0.01501260,1.4000
inclusion,-0.00402441,0.01601779,1.4000
inclusion,-0.00694511,0.01308708,1.4000
inclusion,-0.00391935,0.01397519,1.4000
inclusion,-0.00542687,0.01359564,1.4000
inclusion,-0.00476133,0.01552869,1.4000
inclusion,-0.00642077,0.01524617,1.4000
inclusion,-0.00614586,0.01518759,1.4000
inclusion,-0.00517953,0.01359206,1.4000
inclusion,-0.00726267,0.01627370,1.4000
inclusion,-0.00626626,0.01601883,1.4000
inclusion,-0.00810949,0.01532084,1.4000
inclusion,-0.00819121,0.01523825,1.4000
inclusion,-0.00597256,0.01536351,1.4000
inclusion,-0.00775074,0.01414059,1.4000
inclusion,-0.00589829,0.01308120,1.4000
inclusion,-0.00747299,0.01541574,1.4000
inclusion,-0.00804529,0.01505188,1.4000
inclusion,-0.00445654,0.01476716,1.4000
inclusion,-0.00593376,0.01478399,1.4000
inclusion,-0.00821132,0.01481189,1.4000
inclusion,-0.00446542,0.01611640,1.4000
inclusion,-0.00652026,0.01658227,1.4000
inclusion,-0.00477098,0.01539156,1.4000
inclusion,-0.00827355,0.01422264,1.4000
inclusion,-0.00645567,0.01634486,1.4000
inclusion,-0.00527060,0.01460181,1.4000
inclusion,-0.00662177,0.01591365,1.4000
inclusion,-0.00519104,0.01519650,1.4000
inclusion,-0.00523233,0.01423885,1.4000
inclusion,-0.00760763,0.01518629,1.4000
inclusion,-0.00585579,0.01613929,1.4000
inclusion,-0.00513250,0.01522223,1.4000
inclusion,-0.00584033,0.01661680,1.4000
inclusion,-0.00726244,0.01423080,1.4000
inclusion,-0.00712175,0.01718705,1.4000
inclusion,-0.00487488,0.01306422,1.4000
inclusion,-0.00445261,0.01459620,1.4000
inclusion,-0.00466973,0.01691878,1.4000
inclusion,-0.00551108,0.01601643,1.4000
inclusion,-0.00648867,0.01367170,1.4000
inclusion,-0.00741365,0.01681865,1.4000
inclusion,-0.00821778,0.01501948,1.4000
inclusion,-0.00705368,0.01657893,1.4000
inclusion,-0.00484241,0.01409452,1.4000
inclusion,-0.00551041,0.01586266,1.4000
inclusion,-0.00689667,0.01400882,1.4000
inclusion,-0.00778370,0.01580106,1.4000
inclusion,-0.00739479,0.01400250,1.4000
inclusion,-0.00537003,0.01463600,1.4000
inclusion,-0.00602190,0.01736145,1.4000
inclusion,-0.00379207,0.01585671,1.4000
inclusion,-0.00457098,0.01409367,1.4000
inclusion,-0.00641838,0.01324609,1.4000
inclusion,-0.00661770,0.01627208,1.4000
inclusion,-0.00613241,0.01674670,1.4000
inclusion,-0.00699632,0.01603788,1.4000
inclusion,-0.00568807,0.01733893,1.4000
inclusion,-0.00571357,0.01317046,1.4000
inclusion,-0.00728571,0.01351668,1.4000
inclusion,-0.00526647,0.01711113,1.4000
inclusion,-0.00487708,0.01345241,1.4000
inclusion,-0.00715769,0.01586836,1.4000
inclusion,-0.00548539,0.01686810,1.4000
inclusion,-0.00755918,0.01630848,1.4000
inclusion,-0.00487847,0.01529425,1.4000
inclusion,-0.00610303,0.01684737,1.4000
inclusion,-0.00683518,0.01728510,1.4000
inclusion,-0.00728703,0.01552201,1.4000
inclusion,-0.00573960,0.01637757,1.4000
inclusion,-0.00659669,0.01516825,1.4000
inclusion,-0.00670370,0.01380781,1.4000
inclusion,-0.00593592,0.01498639,1.4000
inclusion,-0.00615255,0.01669866,1.4000
inclusion,-0.00392835,0.01435352,1.4000
inclusion,-0.00643035,0.01531262,1.4000
inclusion,-0.00739363,0.01322961,1.4000
inclusion,-0.00719613,0.01717379,1.4000
inclusion,-0.00560429,0.01458789,1.4000
inclusion,-0.00773794,0.01414933,1.4000
inclusion,-0.00660080,0.01666681,1.4000
inclusion,-0.00600349,0.01577304,1.4000
inclusion,-0.00507577,0.01378663,1.4000
inclusion,-0.00529153,0.01495298,1.4000
inclusion,-0.00765883,0.01647488,1.4000
inclusion,-0.00765367,0.01610157,1.4000
inclusion,-0.00605842,0.01708450,1.4000
inclusion,-0.00578932,0.01570905,1.4000
inclusion,-0.00515892,0.01632169,1.4000
inclusion,-0.00643804,0.01671272,1.4000
inclusion,-0.00734283,0.01603585,1.4000
inclusion,-0.00845429,0.01502866,1.4000
inclusion,-0.00663400,0.01558918,1.4000
inclusion,-0.00516623,0.01558260,1.4000
inclusion,-0.00608398,0.01493927,1.4000
inclusion,-0.00846694,0.01525822,1.4000
inclusion,-0.00844075,0.01514709,1.4000
inclusion,-0.00512984,0.01653084,1.4000
inclusion,-0.00754034,0.01513228,1.4000
inclusion,-0.00442393,0.01383662,1.4000
inclusion,-0.00651552,0.01436526,1.4000
inclusion,-0.00646986,0.01532501,1.4000
inclusion,-0.00507979,0.01673934,1.4000
inclusion,-0.00523132,0.01679110,1.4000
inclusion,-0.00470207,0.01296750,1.4000
inclusion,-0.00660368,0.01526351,1.4000
inclusion,-0.00764308,0.01499929,1.4000
inclusion,-0.00633045,0.01642188,1.4000
inclusion,-0.00567072,0.01678980,1.4000
inclusion,-0.00802319,0.01514080,1.4000
inclusion,-0.00612250,0.01273281,1.4000
inclusion,-0.00400344,0.01531755,1.4000
inclusion,-0.00692758,0.01730735,1.4000
inclusion,-0.00556482,0.01626127,1.4000
inclusion,-0.00493644,0.01449148,1.4000
inclusion,-0.00729764,0.01667325,1.4000
inclusion,-0.00655422,0.01698263,1.4000
inclusion,-0.00684135,0.01627805,1.4000
inclusion,-0.00487918,0.01500396,1.4000
inclusion,-0.00631456,0.01669337,1.4000
inclusion,-0.00679704,0.01634503,1.4000
inclusion,-0.00372571,0.01448352,1.4000
inclusion,-0.00604698,0.01427906,1.4000
inclusion,-0.00379429,0.01465924,1.4000
inclusion,-0.00510153,0.01580336,1.4000
inclusion,-0.00807153,0.01559308,1.4000
inclusion,-0.00450972,0.01606554,1.4000
inclusion,-0.00494161,0.01566950,1.4000
inclusion,-0.00480172,0.01408339,1.4000
inclusion,-0.00695866,0.01429959,1.4000
inclusion,-0.00715117,0.01316254,1.4000
inclusion,-0.00756304,0.01474422,1.4000
inclusion,-0.00572630,0.01454022,1.4000
inclusion,-0.00836869,0.01426957,1.4000
inclusion,-0.00803468,0.01549022,1.4000
inclusion,-0.00687785,0.01442619,1.4000
inclusion,-0.00704076,0.01443900,1.4000
inclusion,-0.00564020,0.01334791,1.4000
inclusion,-0.00659634,0.01319420,1.4000
inclusion,-0.00699434,0.01496562,1.4000
inclusion,-0.00818366,0.01467338,1.4000
inclusion,-0.00639449,0.01492116,1.4000
inclusion,-0.00811539,0.01375850,1.4000
inclusion,-0.00726705,0.01562517,1.4000
inclusion,-0.00553097,0.01347774,1.4000
inclusion,-0.00796514,0.01402329,1.4000
inclusion,-0.00375588,0.01416109,1.4000
inclusion,-0.00539904,0.01652038,1.4000
inclusion,-0.00685229,0.01417368,1.4000
inclusion,-0.00442262,0.01679754,1.4000
inclusion,-0.00689667,0.01723639,1.4000
inclusion,-0.00749574,0.01407092,1.4000
inclusion,-0.00704276,0.01597479,1.4000
inclusion,-0.00604496,0.01537940,1.4000
inclusion,-0.00728788,0.01438028,1.4000
inclusion,-0.00441753,0.01446468,1.4000
inclusion,-0.00793056,0.01531925,1.4000
inclusion,-0.00553886,0.01522815,1.4000
inclusion,-0.00509144,0.01525050,1.4000
inclusion,-0.00373498,0.01480811,1.4000
inclusion,-0.00495816,0.01469227,1.4000
inclusion,-0.00704334,0.01596418,1.4000
inclusion,-0.00440517,0.01647828,1.4000
inclusion,-0.00645429,0.01499652,1.4000
inclusion,-0.00533332,0.01371011,1.4000
inclusion,-0.00520669,0.01607618,1.4000
inclusion,-0.00354650,0.01489617,1.4000
inclusion,-0.00649597,0.01503306,1.4000
inclusion,-0.00389804,0.01595854,1.4000
inclusion,-0.00578177,0.01645360,1.4000
inclusion,-0.00670235,0.01697751,1.4000
inclusion,-0.00581547,0.01569090,1.4000
inclusion,-0.00807509,0.01634477,1.4000
inclusion,-0.00521199,0.01427504,1.4000
inclusion,-0.00526500,0.01272148,1.4000
inclusion,-0.00650191,0.01626341,1.4000
inclusion,-0.00367142,0.01465228,1.4000
inclusion,-0.00594662,0.01509399,1.4000
inclusion,-0.00559741,0.01537618,1.4000
inclusion,-0.00627111,0.01445567,1.4000
inclusion,-0.00463829,0.01544295,1.4000
inclusion,-0.00599767,0.01422484,1.4000
inclusion,-0.00642012,0.01730864,1.4000
inclusion,-0.00779162,0.01405945,1.4000
inclusion,-0.00622334,0.01353434,1.4000
inclusion,-0.00608537,0.01488081,1.4000
inclusion,-0.00630917,0.01598382,1.4000
inclusion,-0.00690545,0.01400132,1.4000
inclusion,-0.00444907,0.01307543,1.4000
inclusion,-0.00425410,0.01573985,1.4000
inclusion,-0.00511430,0.01332177,1.4000
inclusion,-0.00762773,0.01330068,1.4000
inclusion,-0.00570076,0.01729231,1.4000
inclusion,-0.00734072,0.01452524,1.4000
inclusion,-0.00757774,0.01570239,1.4000
inclusion,-0.00633933,0.01264596,1.4000
inclusion,-0.00542947,0.01348662,1.4000
inclusion,-0.00553898,0.01444418,1.4000
inclusion,-0.00497632,0.01352892,1.4000
inclusion,-0.00473837,0.01654365,1.4000
inclusion,-0.00414010,0.01343480,1.4000
inclusion,-0.00687008,0.01478775,1.4000
inclusion,-0.00718823,0.01681318,1.4000
inclusion,-0.00586142,0.01569554,1.4000
inclusion,-0.00551515,0.01555654,1.4000
inclusion,-0.00556498,0.01423962,1.4000
inclusion,-0.00427241,0.01558681,1.4000
inclusion,-0.00443131,0.01602994,1.4000
inclusion,-0.00701278,0.01557242,1.4000
inclusion,-0.00791069,0.01402690,1.4000
inclusion,-0.00758478,0.01596718,1.4000
inclusion,-0.00594588,0.01459120,1.4000
inclusion,-0.00781066,0.01441855,1.4000
inclusion,-0.00757123,0.01567751,1.4000
inclusion,-0.00503284,0.01572630,1.4000
inclusion,-0.00605179,0.01320148,1.4000
inclusion,-0.00692710,0.01475500,1.4000
inclusion,-0.00823194,0.01429520,1.4000
inclusion,-0.00597281,0.01497485,1.4000
inclusion,-0.00507652,0.01457815,1.4000
inclusion,-0.00430054,0.01494350,1.4000
inclusion,-0.00469472,0.01396045,1.4000
inclusion,-0.00712574,0.01518804,1.4000
inclusion,-0.00765896,0.01478661,1.4000
inclusion,-0.00478741,0.01632960,1.4000
inclusion,-0.00575137,0.01306605,1.4000
inclusion,-0.00792897,0.01637557,1.4000
inclusion,-0.00438359,0.01433431,1.4000
inclusion,-0.00490510,0.01523177,1.4000
inclusion,-0.00434965,0.01625673,1.4000
inclusion,-0.00625134,0.01424288,1.4000
inclusion,-0.00441636,0.01469535,1.4000
inclusion,-0.00731527,0.01655351,1.4000
inclusion,-0.00556038,0.01425315,1.4000
inclusion,-0.00494623,0.01566385,1.4000
inclusion,-0.00767009,0.01319617,1.4000
inclusion,-0.00746690,0.01353471,1.4000
inclusion,-0.00820321,0.01425408,1.4000
inclusion,-0.00709457,0.01519384,1.4000
inclusion,-0.00688173,0.01602027,1.4000
inclusion,-0.00705333,0.01383672,1.4000
inclusion,-0.00510350,0.01297613,1.4000
inclusion,-0.00416961,0.01374839,1.4000
inclusion,-0.00494303,0.01664241,1.4000
inclusion,-0.00469263,0.01588117,1.4000
inclusion,-0.00605271,0.01538713,1.4000
inclusion,-0.00715641,0.01457113,1.4000
inclusion,-0.00624004,0.01566814,1.4000
inclusion,-0.00592193,0.01389113,1.4000
inclusion,-0.00381832,0.01434536,1.4000
inclusion,-0.00374873,0.01413645,1.4000
inclusion,-0.00483638,0.01615466,1.4000
inclusion,-0.00620775,0.01582072,1.4000
inclusion,-0.00670889,0.01281665,1.4000
inclusion,-0.00582788,0.01358915,1.4000
inclusion,-0.00635178,0.01355926,1.4000
inclusion,-0.00715732,0.01664172,1.4000
inclusion,-0.00681122,0.01538967,1.4000
inclusion,-0.00566929,0.01492669,1.4000
inclusion,-0.00678130,0.01591276,1.4000
inclusion,-0.00458055,0.01479791,1.4000
inclusion,-0.00505704,0.01315957,1.4000
inclusion,-0.00525001,0.01329489,1.4000
inclusion,-0.00383637,0.01387010,1.4000
inclusion,-0.00522706,0.01375195,1.4000
inclusion,-0.00664078,0.01701900,1.4000
inclusion,-0.00767237,0.01448171,1.4000
inclusion,-0.00697245,0.01599721,1.4000
inclusion,-0.00732928,0.01577743,1.4000
inclusion,-0.00611597,0.01316350,1.4000
inclusion,-0.00736905,0.01589991,1.4000
inclusion,-0.00638843,0.01316088,1.4000
inclusion,-0.00814586,0.01441535,1.4000
inclusion,-0.00484618,0.01301214,1.4000
inclusion,-0.00693324,0.01690494,1.4000
inclusion,-0.00781435,0.01636730,1.4000
inclusion,-0.00473421,0.01316573,1.4000
inclusion,-0.00584746,0.01254237,1.4000
inclusion,-0.00524990,0.01470050,1.4000
inclusion,-0.00488784,0.01564040,1.4000
inclusion,-0.00774313,0.01455855,1.4000
inclusion,-0.00506717,0.01679981,1.4000
inclusion,-0.00473777,0.01544787,1.4000
inclusion,-0.00657984,0.01731624,1.4000
inclusion,-0.00692748,0.01319915,1.4000
inclusion,-0.00711516,0.01292124,1.4000
inclusion,-0.00573302,0.01550004,1.4000
inclusion,-0.00546203,0.01639485,1.4000
inclusion,-0.00504762,0.01673946,1.4000
inclusion,-0.00520797,0.01400825,1.4000
inclusion,-0.00591125,0.01504761,1.4000
inclusion,-0.00476078,0.01397771,1.4000
inclusion,-0.00372664,0.01497444,1.4000
inclusion,-0.00793628,0.01499791,1.4000
inclusion,-0.00553035,0.01514143,1.4000
inclusion,-0.00419593,0.01534190,1.4000
inclusion,-0.00667294,0.01591471,1.4000
inclusion,-0.00816234,0.01381093,1.4000
inclusion,-0.00455355,0.01503305,1.4000
inclusion,-0.00535715,0.01500524,1.4000
inclusion,-0.00642284,0.01600905,1.4000
inclusion,-0.00808786,0.01518282,1.4000
inclusion,-0.00541976,0.01388734,1.4000
inclusion,-0.00695047,0.01505652,1.4000
inclusion,-0.00748401,0.01654030,1.4000
inclusion,-0.00581805,0.01445366,1.4000
inclusion,-0.00532853,0.01667263,1.4000
inclusion,-0.00509472,0.01283058,1.4000
inclusion,-0.00500662,0.01614979,1.4000
inclusion,-0.00806894,0.01467242,1.4000
inclusion,-0.00623314,0.01554416,1.4000
inclusion,-0.00695355,0.01620847,1.4000
inclusion,-0.00479671,0.01309722,1.4000
inclusion,-0.00496050,0.01600750,1.4000
inclusion,-0.00588497,0.01641494,1.4000
inclusion,-0.00489617,0.01333481,1.4000
inclusion,-0.00786535,0.01640562,1.4000
inclusion,-0.00715618,0.01693207,1.4000
inclusion,-0.00446446,0.01385990,1.4000
inclusion,-0.00818064,0.01606162,1.4000
inclusion,-0.00561674,0.01288535,1.4000
inclusion,-0.00622401,0.01430062,1.4000
inclusion,-0.00600195,0.01533443,1.4000
inclusion,-0.00666156,0.01377558,1.4000
inclusion,-0.00798548,0.01536956,1.4000
inclusion,-0.00488611,0.01364202,1.4000
inclusion,-0.00595588,0.01272019,1.4000
inclusion,-0.00418536,0.01372276,1.4000
inclusion,-0.00614118,0.01441490,1.4000
inclusion,-0.00421257,0.01526432,1.4000
inclusion,-0.00393026,0.01620333,1.4000
inclusion,-0.00640315,0.01410901,1.4000
inclusion,-0.00641872,0.01610144,1.4000
inclusion,-0.00714371,0.01288944,1.4000
inclusion,-0.00663596,0.01501020,1.4000
inclusion,-0.00617453,0.01391153,1.4000
inclusion,-0.00427577,0.01413650,1.4000
inclusion,-0.00573454,0.01253985,1.4000
inclusion,-0.00749664,0.01531903,1.4000
inclusion,-0.00698045,0.01561359,1.4000
inclusion,-0.00618037,0.01545845,1.4000
inclusion,-0.00603320,0.01636307,1.4000
inclusion,-0.00469759,0.01372563,1.4000
inclusion,-0.00733501,0.01423212,1.4000
inclusion,-0.00521348,0.01674503,1.4000
inclusion,-0.00486392,0.01301975,1.4000
inclusion,-0.00585093,0.01369084,1.4000
inclusion,-0.00603986,0.01279948,1.4000
inclusion,-0.00401356,0.01509880,1.4000
inclusion,-0.00499577,0.01436246,1.4000
inclusion,-0.00566090,0.01467491,1.4000
inclusion,-0.00719505,0.01407504,1.4000
inclusion,-0.00449592,0.01600363,1.4000
inclusion,-0.00482324,0.01409029,1.4000
inclusion,-0.00714022,0.01287344,1.4000
inclusion,-0.00748644,0.01639968,1.4000
inclusion,-0.00557646,0.01327705,1.4000
inclusion,-0.00767813,0.01483028,1.4000
inclusion,-0.00646744,0.01517962,1.4000
inclusion,-0.00695846,0.01382504,1.4000
inclusion,-0.00506973,0.01663193,1.4000
inclusion,-0.00432038,0.01413897,1.4000
inclusion,-0.00804394,0.01374109,1.4000
inclusion,-0.00672129,0.01506730,1.4000
inclusion,-0.00511408,0.01380083,1.4000
inclusion,-0.00647804,0.01476101,1.4000
inclusion,-0.00475961,0.01374926,1.4000
inclusion,-0.00618978,0.01651948,1.4000
inclusion,-0.00784642,0.01661837,1.4000
